Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1634952148,FE80::18D3:E0FF:FE9B:5870,0,FF02::2,0,58,56,0,1,0,1634952148995;,56;,1;
1634952149,172.24.0.3,47704,172.21.0.2,5001,6,101896,1256,37,24,1634952149047;1634952149047;1634952149047;1634952149047;1634952149047;1634952149047;1634952149047;1634952149047;1634952149450;1634952149450;1634952149451;1634952149451;1634952149451;1634952149451;1634952149452;1634952149452;1634952149452;1634952149453;1634952149453;1634952149453;1634952149453;1634952149453;1634952149454;1634952149454;1634952149455;1634952149455;1634952149455;1634952149455;1634952149853;1634952149853;1634952149853;1634952149853;1634952149854;1634952149854;1634952149854;1634952149854;1634952149854;1634952149854;1634952149855;1634952149855;1634952149857;1634952149857;1634952149857;1634952149859;1634952149859;1634952149859;1634952149861;1634952149861;1634952149861;1634952149864;1634952149864;1634952149864;1634952149864;1634952149864;1634952149864;1634952149866;1634952149866;1634952149866;1634952149866;1634952149866;1634952149866;,60;52;112;2948;2948;2948;2948;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;2948;52;2948;2948;52;2948;2948;52;52;2948;2948;2948;2948;52;2948;2948;52;2948;2948;,2;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;1;2;1;1;2;2;1;1;1;1;2;1;1;2;1;1;
1634952150,172.24.0.3,47704,172.21.0.2,5001,6,353812,5772,121,111,1634952150258;1634952150258;1634952150258;1634952150258;1634952150258;1634952150258;1634952150259;1634952150259;1634952150259;1634952150259;1634952150259;1634952150260;1634952150260;1634952150261;1634952150261;1634952150261;1634952150261;1634952150262;1634952150262;1634952150262;1634952150262;1634952150263;1634952150263;1634952150263;1634952150263;1634952150264;1634952150264;1634952150264;1634952150264;1634952150264;1634952150264;1634952150265;1634952150265;1634952150265;1634952150265;1634952150266;1634952150266;1634952150266;1634952150266;1634952150267;1634952150267;1634952150267;1634952150267;1634952150268;1634952150268;1634952150268;1634952150268;1634952150269;1634952150269;1634952150269;1634952150270;1634952150270;1634952150270;1634952150271;1634952150271;1634952150272;1634952150272;1634952150274;1634952150274;1634952150274;1634952150274;1634952150275;1634952150275;1634952150275;1634952150275;1634952150276;1634952150276;1634952150276;1634952150276;1634952150277;1634952150277;1634952150277;1634952150277;1634952150278;1634952150278;1634952150279;1634952150279;1634952150663;1634952150663;1634952150663;1634952150663;1634952150664;1634952150664;1634952150665;1634952150665;1634952150665;1634952150665;1634952150666;1634952150666;1634952150667;1634952150667;1634952150667;1634952150667;1634952150668;1634952150668;1634952150669;1634952150669;1634952150672;1634952150672;1634952150672;1634952150672;1634952150674;1634952150674;1634952150674;1634952150674;1634952150676;1634952150676;1634952150676;1634952150676;1634952150677;1634952150677;1634952150677;1634952150677;1634952150678;1634952150678;1634952150678;1634952150678;1634952150680;1634952150680;1634952150680;1634952150680;1634952150681;1634952150681;1634952150682;1634952150682;1634952150682;1634952150682;1634952150684;1634952150684;1634952150684;1634952150684;1634952150684;1634952150684;1634952150685;1634952150685;1634952150685;1634952150685;1634952150686;1634952150686;1634952150687;1634952150687;1634952150688;1634952150688;1634952150689;1634952150689;1634952150690;1634952150690;1634952150690;1634952150690;1634952150690;1634952150690;1634952150692;1634952150692;1634952150693;1634952150693;1634952150695;1634952150696;1634952150696;1634952150696;1634952150696;1634952150696;1634952150696;1634952150696;1634952150696;1634952150696;1634952150696;1634952150696;1634952150697;1634952150698;1634952150698;1634952150698;1634952150698;1634952150698;1634952150698;1634952150698;1634952150698;1634952150698;1634952150699;1634952150699;1634952150699;1634952150699;1634952150700;1634952150700;1634952150700;1634952150700;1634952150700;1634952150700;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150703;1634952150704;1634952150704;1634952150704;1634952150704;1634952150704;1634952150704;1634952150705;1634952150705;1634952150705;1634952150705;1634952150705;1634952150705;1634952150706;1634952150706;1634952150706;1634952150706;1634952150706;1634952150706;1634952150707;1634952150707;1634952150707;1634952150707;1634952150707;1634952150707;1634952150707;1634952150746;1634952150746;,52;2948;2948;52;2948;2948;52;2948;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;2948;52;2948;2948;52;2948;2948;52;2948;2948;52;2948;2948;1500;52;2948;2948;52;2948;,2;1;1;2;1;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;
1634952151,172.24.0.3,47704,172.21.0.2,5001,6,913488,25804,386,466,1634952151068;1634952151068;1634952151068;1634952151068;1634952151068;1634952151068;1634952151071;1634952151071;1634952151071;1634952151071;1634952151071;1634952151071;1634952151075;1634952151075;1634952151076;1634952151080;1634952151080;1634952151080;1634952151080;1634952151081;1634952151081;1634952151081;1634952151082;1634952151082;1634952151086;1634952151086;1634952151087;1634952151087;1634952151088;1634952151088;1634952151088;1634952151088;1634952151090;1634952151090;1634952151091;1634952151091;1634952151093;1634952151093;1634952151094;1634952151094;1634952151097;1634952151097;1634952151099;1634952151099;1634952151101;1634952151101;1634952151105;1634952151105;1634952151106;1634952151106;1634952151107;1634952151107;1634952151107;1634952151107;1634952151109;1634952151109;1634952151110;1634952151110;1634952151111;1634952151111;1634952151112;1634952151112;1634952151113;1634952151113;1634952151114;1634952151114;1634952151116;1634952151116;1634952151117;1634952151117;1634952151117;1634952151117;1634952151117;1634952151117;1634952151118;1634952151118;1634952151118;1634952151118;1634952151118;1634952151119;1634952151119;1634952151119;1634952151119;1634952151120;1634952151120;1634952151122;1634952151122;1634952151122;1634952151122;1634952151124;1634952151124;1634952151124;1634952151125;1634952151125;1634952151125;1634952151127;1634952151127;1634952151128;1634952151128;1634952151129;1634952151129;1634952151130;1634952151130;1634952151130;1634952151130;1634952151130;1634952151130;1634952151131;1634952151131;1634952151132;1634952151132;1634952151132;1634952151132;1634952151133;1634952151133;1634952151133;1634952151133;1634952151134;1634952151134;1634952151134;1634952151134;1634952151135;1634952151135;1634952151136;1634952151136;1634952151137;1634952151137;1634952151137;1634952151137;1634952151138;1634952151138;1634952151139;1634952151139;1634952151139;1634952151139;1634952151140;1634952151140;1634952151140;1634952151140;1634952151141;1634952151141;1634952151141;1634952151141;1634952151142;1634952151142;1634952151142;1634952151142;1634952151143;1634952151143;1634952151143;1634952151143;1634952151144;1634952151144;1634952151144;1634952151144;1634952151145;1634952151145;1634952151145;1634952151145;1634952151146;1634952151146;1634952151146;1634952151146;1634952151147;1634952151147;1634952151147;1634952151147;1634952151148;1634952151148;1634952151148;1634952151148;1634952151148;1634952151149;1634952151149;1634952151149;1634952151149;1634952151149;1634952151149;1634952151150;1634952151150;1634952151150;1634952151150;1634952151151;1634952151151;1634952151151;1634952151151;1634952151152;1634952151152;1634952151152;1634952151152;1634952151153;1634952151153;1634952151153;1634952151153;1634952151154;1634952151154;1634952151154;1634952151154;1634952151155;1634952151155;1634952151157;1634952151157;1634952151159;1634952151159;1634952151160;1634952151160;1634952151161;1634952151161;1634952151162;1634952151162;1634952151164;1634952151164;1634952151165;1634952151165;1634952151165;1634952151165;1634952151165;1634952151165;1634952151167;1634952151167;1634952151167;1634952151167;1634952151168;1634952151168;1634952151168;1634952151168;1634952151168;1634952151168;1634952151169;1634952151169;1634952151171;1634952151171;1634952151171;1634952151171;1634952151172;1634952151172;1634952151172;1634952151172;1634952151173;1634952151173;1634952151173;1634952151173;1634952151174;1634952151174;1634952151174;1634952151174;1634952151177;1634952151177;1634952151177;1634952151177;1634952151178;1634952151178;1634952151178;1634952151178;1634952151179;1634952151179;1634952151179;1634952151179;1634952151180;1634952151180;1634952151180;1634952151180;1634952151180;1634952151181;1634952151181;1634952151181;1634952151181;1634952151182;1634952151182;1634952151182;1634952151182;1634952151184;1634952151184;1634952151185;1634952151185;1634952151185;1634952151185;1634952151186;1634952151186;1634952151187;1634952151187;1634952151187;1634952151187;1634952151188;1634952151188;1634952151189;1634952151189;1634952151190;1634952151190;1634952151190;1634952151190;1634952151191;1634952151191;1634952151192;1634952151192;1634952151193;1634952151193;1634952151194;1634952151194;1634952151196;1634952151196;1634952151198;1634952151198;1634952151199;1634952151199;1634952151200;1634952151200;1634952151201;1634952151201;1634952151202;1634952151202;1634952151203;1634952151203;1634952151204;1634952151204;1634952151207;1634952151207;1634952151207;1634952151506;1634952151506;1634952151506;1634952151506;1634952151506;1634952151506;1634952151507;1634952151507;1634952151509;1634952151509;1634952151510;1634952151510;1634952151512;1634952151512;1634952151513;1634952151513;1634952151514;1634952151514;1634952151516;1634952151516;1634952151517;1634952151517;1634952151517;1634952151518;1634952151518;1634952151519;1634952151521;1634952151521;1634952151522;1634952151523;1634952151523;1634952151526;1634952151526;1634952151527;1634952151527;1634952151528;1634952151528;1634952151530;1634952151530;1634952151532;1634952151532;1634952151533;1634952151533;1634952151533;1634952151535;1634952151535;1634952151536;1634952151536;1634952151537;1634952151538;1634952151538;1634952151540;1634952151540;1634952151541;1634952151541;1634952151543;1634952151543;1634952151544;1634952151545;1634952151546;1634952151547;1634952151548;1634952151548;1634952151549;1634952151549;1634952151550;1634952151551;1634952151551;1634952151551;1634952151553;1634952151553;1634952151554;1634952151555;1634952151555;1634952151557;1634952151557;1634952151557;1634952151557;1634952151559;1634952151559;1634952151559;1634952151560;1634952151560;1634952151561;1634952151564;1634952151564;1634952151568;1634952151568;1634952151570;1634952151570;1634952151570;1634952151572;1634952151572;1634952151573;1634952151573;1634952151575;1634952151575;1634952151584;1634952151584;1634952151589;1634952151589;1634952151589;1634952151591;1634952151591;1634952151591;1634952151592;1634952151592;1634952151593;1634952151593;1634952151594;1634952151594;1634952151595;1634952151595;1634952151597;1634952151597;1634952151599;1634952151599;1634952151601;1634952151602;1634952151603;1634952151603;1634952151603;1634952151605;1634952151605;1634952151605;1634952151607;1634952151607;1634952151607;1634952151608;1634952151608;1634952151609;1634952151609;1634952151609;1634952151610;1634952151610;1634952151611;1634952151611;1634952151611;1634952151613;1634952151613;1634952151614;1634952151618;1634952151618;1634952151620;1634952151620;1634952151622;1634952151622;1634952151623;1634952151623;1634952151625;1634952151625;1634952151625;1634952151627;1634952151627;1634952151627;1634952151628;1634952151628;1634952151629;1634952151629;1634952151630;1634952151630;1634952151630;1634952151631;1634952151631;1634952151633;1634952151633;1634952151637;1634952151637;1634952151638;1634952151640;1634952151640;1634952151641;1634952151641;1634952151643;1634952151643;1634952151644;1634952151644;1634952151645;1634952151645;1634952151646;1634952151647;1634952151647;1634952151648;1634952151648;1634952151648;1634952151650;1634952151650;1634952151650;1634952151651;1634952151651;1634952151652;1634952151654;1634952151654;1634952151655;1634952151655;1634952151657;1634952151657;1634952151661;1634952151661;1634952151662;1634952151663;1634952151663;1634952151664;1634952151664;1634952151665;1634952151665;1634952151666;1634952151666;1634952151667;1634952151667;1634952151667;1634952151668;1634952151669;1634952151669;1634952151670;1634952151670;1634952151670;1634952151671;1634952151671;1634952151672;1634952151672;1634952151674;1634952151674;1634952151674;1634952151676;1634952151676;1634952151677;1634952151678;1634952151678;1634952151679;1634952151681;1634952151681;1634952151681;1634952151681;1634952151681;1634952151682;1634952151683;1634952151683;1634952151684;1634952151684;1634952151685;1634952151686;1634952151687;1634952151687;1634952151688;1634952151688;1634952151688;1634952151689;1634952151689;1634952151691;1634952151691;1634952151692;1634952151692;1634952151692;1634952151693;1634952151693;1634952151695;1634952151695;1634952151695;1634952151696;1634952151696;1634952151697;1634952151697;1634952151698;1634952151698;1634952151698;1634952151699;1634952151699;1634952151700;1634952151701;1634952151701;1634952151701;1634952151702;1634952151702;1634952151703;1634952151704;1634952151704;1634952151705;1634952151706;1634952151706;1634952151707;1634952151707;1634952151708;1634952151708;1634952151709;1634952151709;1634952151709;1634952151710;1634952151712;1634952151712;1634952151712;1634952151713;1634952151713;1634952151714;1634952151715;1634952151715;1634952151716;1634952151717;1634952151717;1634952151718;1634952151718;1634952151720;1634952151720;1634952151720;1634952151721;1634952151721;1634952151722;1634952151722;1634952151723;1634952151723;1634952151724;1634952151724;1634952151725;1634952151726;1634952151726;1634952151727;1634952151727;1634952151729;1634952151729;1634952151730;1634952151730;1634952151731;1634952151732;1634952151732;1634952151733;1634952151733;1634952151734;1634952151735;1634952151735;1634952151736;1634952151736;1634952151737;1634952151738;1634952151738;1634952151739;1634952151739;1634952151740;1634952151740;1634952151741;1634952151743;1634952151743;1634952151743;1634952151743;1634952151743;1634952151744;1634952151744;1634952151745;1634952151745;1634952151745;1634952151745;1634952151745;1634952151747;1634952151747;1634952151747;1634952151747;1634952151747;1634952151748;1634952151748;1634952151748;1634952151748;1634952151749;1634952151750;1634952151750;1634952151751;1634952151752;1634952151752;1634952151752;1634952151753;1634952151753;1634952151753;1634952151754;1634952151755;1634952151755;1634952151757;1634952151757;1634952151758;1634952151759;1634952151759;1634952151760;1634952151760;1634952151761;1634952151762;1634952151762;1634952151763;1634952151763;1634952151764;1634952151765;1634952151765;1634952151766;1634952151766;1634952151766;1634952151766;1634952151766;1634952151767;1634952151767;1634952151767;1634952151767;1634952151768;1634952151769;1634952151769;1634952151769;1634952151770;1634952151771;1634952151772;1634952151772;1634952151772;1634952151772;1634952151773;1634952151773;1634952151773;1634952151774;1634952151774;1634952151774;1634952151774;1634952151775;1634952151775;1634952151775;1634952151776;1634952151776;1634952151776;1634952151778;1634952151778;1634952151778;1634952151778;1634952151778;1634952151778;1634952151778;1634952151779;1634952151779;1634952151780;1634952151780;1634952151781;1634952151781;1634952151781;1634952151782;1634952151782;1634952151783;1634952151783;1634952151783;1634952151784;1634952151784;1634952151784;1634952151784;1634952151784;1634952151786;1634952151786;1634952151787;1634952151787;1634952151787;1634952151788;1634952151788;1634952151788;1634952151788;1634952151789;1634952151790;1634952151790;1634952151790;1634952151790;1634952151791;1634952151791;1634952151792;1634952151792;1634952151792;1634952151793;1634952151793;1634952151794;1634952151794;1634952151794;1634952151795;1634952151795;1634952151796;1634952151796;1634952151796;1634952151797;1634952151797;1634952151797;1634952151798;1634952151798;1634952151799;1634952151799;1634952151799;1634952151799;1634952151800;1634952151800;1634952151800;1634952151801;1634952151801;1634952151802;1634952151803;1634952151803;1634952151805;1634952151805;1634952151807;1634952151808;1634952151808;1634952151810;1634952151810;1634952151810;1634952151810;1634952151812;1634952151813;1634952151813;1634952151813;1634952151813;1634952151814;1634952151814;1634952151814;1634952151815;1634952151816;1634952151817;1634952151819;1634952151819;1634952151823;1634952151823;1634952151824;1634952151824;1634952151824;1634952151825;1634952151825;1634952151827;1634952151827;1634952151829;1634952151830;1634952151830;1634952151830;1634952151830;1634952151832;1634952151833;1634952151833;1634952151834;1634952151834;1634952151835;1634952151836;1634952151836;,52;2948;2948;52;2948;2948;52;2948;2948;52;2948;2948;52;2948;2948;52;2948;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;1500;52;2948;52;2948;52;2948;52;2948;52;2948;1500;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;1500;52;1500;52;52;2948;52;52;2948;52;52;2948;52;1500;52;1500;52;1500;52;1500;52;1500;52;1500;52;52;2948;52;1500;52;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;2948;52;52;2948;52;52;2948;52;52;2948;52;1500;52;2948;52;1500;52;52;2948;52;52;2948;52;1500;52;1500;52;52;2948;52;1500;52;1500;52;1500;52;1500;52;52;2948;52;52;2948;52;1500;52;1500;52;2948;52;1500;52;1500;52;1500;52;1500;52;52;2948;52;52;2948;52;52;2948;52;1500;52;52;2948;52;1500;52;52;2948;52;52;2948;52;1500;52;2948;52;1500;52;1500;52;52;2948;52;52;2948;52;1500;52;1500;52;52;2948;52;1500;52;1500;52;52;2948;52;1500;52;1500;52;1500;52;1500;52;52;2948;52;2948;52;52;2948;52;52;2948;52;52;2948;52;1500;52;1500;52;1500;52;52;2948;52;1500;52;1500;52;1500;52;52;2948;52;52;2948;52;2948;52;52;2948;52;1500;52;1500;52;52;2948;52;52;2948;52;52;2948;52;52;2948;52;1500;52;52;2948;52;1500;52;1500;52;1500;52;52;2948;52;2948;52;1500;52;52;2948;52;1500;52;52;2948;52;1500;52;1500;52;52;2948;52;52;2948;52;52;2948;52;52;2948;52;52;2948;52;2948;52;1500;52;52;2948;52;52;2948;52;52;2948;52;52;2948;52;52;2948;52;1500;52;1500;52;52;2948;52;1500;52;1500;52;1500;64;64;2948;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;2948;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;
